"Είδος.Τεκμηρίου"	"Θεματική"	"Διάλεκτος"	"Κοινωνιόλεκτος"	"Jargon"	"Ύφος"	"Ποικιλία"	"Ιστορική.Περίοδος"
"χωρίο"	"διατροφή"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"νομική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"εκπαίδευση"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"τεχνολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"εκπαίδευση"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"αθλητισμός"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"νομική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"αθλητισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"χωρίο"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"χωρίο"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"οικονομία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"νομική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"κριτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"οικονομία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"νομική"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"νομική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"τεχνολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"αθλητισμός"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"πατριωτικό"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"πατριωτικό"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	NA	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	NA	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	NA	"κνε"	"νε"
"fragmentum"	"νομική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	NA	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"πατριωτικό"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"πατριωτικό"	"κνε"	"νε"
"fragmentum"	"νομική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ψυχολογία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"τεχνολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"κριτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αστροναυτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αστροναυτική"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τέχνη"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αρχιτεκτονική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"γεωγραφία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"γλωσσολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"γεωγραφία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αρχαιολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"κριτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αθλητισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"βιολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"νομική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αθλητισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"γεωγραφία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"ιατρική"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιατρική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τέχνη"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"διατροφή"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"ναι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"fragmentum"	"αστροναυτική"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"θεολογικό"	"δημοτική"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"ναι"	"θεολογικό"	"δημοτική"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"διατροφή"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"θεολογικό"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"νομική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τεχνολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"εκπαίδευση"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	NA	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"ενέργεια"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"καλλυντική φροντίδα"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τέχνη"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"αναφορά γεγονότος"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιατρική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"τεχνολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"τουρισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"τουρισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τουρισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τουρισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"πολιτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τουρισμός"	"οχι"	"οχι"	"οχι"	NA	"κνε"	"νε"
"fragmentum"	"τουρισμός"	"οχι"	"οχι"	"οχι"	NA	"κνε"	"νε"
"fragmentum"	"διατροφή"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"περιβάλλον"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"τουρισμός"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"θεολογικό"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"νομική"	"οχι"	"ναι"	"ναι"	"επίσημο"	"κνε"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"διασκέδαση"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
